id,category,mvp_group,seed,problem_or_opportunity,solution_approach,is_offline_store,llm_expected_primary,llm_expected_primary_name,llm_expected_secondary,llm_expected_note,llm_why,auto_check,search_rank_of_expected,사람_확정_primary,사람_확정_secondary,사람_확정_note,사람_검수완료
D0134,정보부족,소매(오프라인·온라인),동네 소형 매장+SNS로 생활잡화 판매(구체 품목 미정),"주거 밀집 지역에 소형 매장을 내고, SNS·배달앱으로도 판매해 동네 수요를 공략하려 함. 임대료는 낮지만 어떤 생활용품(주방소형용품, 청소용품, 소형주방기구 등)으로 차별화해야 할지 불명확하고, 도매처·브랜드 구성도 정해지지 않음.","소형 매장(20평 내외)을 열어 생활잡화와 소형 주방용품을 소매하고, 인스타그램·배달앱으로 주문을 받아 배달·포장 판매하겠다는 계획. 구체적 품목군, 가격대, 신품/중고 여부, 공급처가 명확하지 않음.",True,,,,정보 부족,"판매할 구체적 상품(주방용품인지 가정용 직물인지, 신품인지 중고인지), 제품 범위와 공급방식(도매·OEM·직수입 등)이 불명확해 후보 코드 중 어느 소매업에 해당하는지 특정할 수 없음.",OK,,,,,
D0135,정보부족,소매(오프라인·온라인),트럭·차량을 이용한 이동 판매(판매 품목·운영방식 불명확),차량을 개조해 동네와 행사장을 돌며 물건을 팔아보고 싶음. 고정 점포 부담 없이 수요 많은 장소에 맞춰 이동하며 판매하면 초기비용을 낮출 수 있음.,"시장·주택가·행사장 등지를 순회하며 '필요한 물건들(생필품·간단한 잡화 등)'을 판매할 계획. 그러나 정확히 어떤 품목을 판매할지, 노점 형태인지 방문판매(예약·정기방문)인지, 재고 보관·결제 방식 등이 명시되지 않음.",False,,,,정보 부족,"판매 품목과 판매방식(노점·이동소매·방문판매 중 어느 형태인지)이 불분명해 후보 목록의 이동 소매(노점/무점포)인지, 특정 상품 전문 소매인지 판단 불가.",OK,,,,,
D0136,정보부족,소매(오프라인·온라인),소규모 굿즈·수제품 제작·판매(어떤 굿즈인지 불명확),"취미로 만든 소품·굿즈를 온라인과 플리마켓에서 판매해 부가수입을 얻고 싶음. 수요층은 MZ 세대, 굿즈 구독 등 반복 매출 가능성 존재.","자체 제작한 굿즈(엽서·스티커·인형·가죽 소품 등 가능성 있음)를 온라인 쇼핑몰·마켓플레이스와 오프라인 플리마켓에서 판매하겠다는 아이디어. 다만 제작 재료와 완제품 종류, 대량생산 여부, 주력 상품군이 구체적으로 정해지지 않음.",False,,,,정보 부족,제품군(문구용품인지 가죽제품인지 가정용품인지)에 따라 적용되는 업종코드가 달라짐. 현재 설명만으로는 판매 대상 상품과 유통 채널(정규 매장/플리마켓/온라인 중 주력)이 불명확해 코드 지정 불가.,OK,,,,,
D0137,정보부족,생활서비스(미용·수리·세탁 등),구독형 홈케어 플랫폼(가사도우미·소형가전 점검·정원 손질 등 집안 전반 관리 연결 서비스),"맞벌이·1인 가구 증가로 집안 잡일과 소형 가전 고장·정원 관리 등을 한 번에 요청하고 싶은 수요가 있으나, 지역별 신뢰 가능한 인력과 서비스 종류를 한 플랫폼에서 묶어 제공하는 곳이 적음.","사용자는 앱/웹에서 집안 청소, 빨래, 식물·정원 손질, 소형 가전 점검(예: 믹서, 청소기) 등 원하는 서비스를 선택해 구독 또는 단발로 예약. 플랫폼은 서비스 제공자(프리랜서·소규모 업체)를 매칭하고 결제·평가·사후관리(문의·불만처리)를 담당. (무엇을 만들어 팔지: 플랫폼 이용권·중개수수료·프리미엄 구독, 제공자는 가사서비스·정원관리·소형가전 점검 등)",True,,,,정보 부족,"사업 설명이 '집안 전반 관리'로 광범위하여 주수입원이 무엇인지 불명확함. 수입이 플랫폼 중개수수료인지, 자체 고용 인력의 서비스인지, 또는 소형가전 수리(922103/922104)·청소·시설유지(749935) 등 특정 서비스에 치우치는지에 따라 적용되는 업종코드가 달라짐. 추가로 실제 서비스 제공자(전문 수리업체 vs 가사도우미)와 오프라인 점포 유무·정기구독 상품의 법적 성격 등이 필요함.",OK,,,,,
D0138,정보부족,생활서비스(미용·수리·세탁 등),복합 미용·웰니스 공간(헤어컷·네일·얼굴관리·비의료적 체형관리·상품 판매 병행),동네 단골을 목표로 한원스톱 미용·웰니스 매장을 열어 고객이 한 곳에서 컷·염색·네일·간단한 얼굴관리·비의료적 체형관리를 받고 관련 홈케어 제품을 구입하도록 만들고 싶음. 시장에는 단일 서비스 위주의 소형업체가 많아 복합형으로 차별화하려 함.,"오프라인 스튜디오를 운영해 컷·염색·파마 등 두발미용(현장 서비스), 네일·속눈썹·손발톱 서비스, 피부 관리(비의료적), 간단한 체형관리(비의료적 마사지·운동지도)를 제공하고 자체 개발한 샴푸·토너·보습제 등 상품을 매장·온라인으로 판매. 수익은 서비스 요금·제품판매·정기회원권에서 발생.",True,,,,정보 부족,"제시된 서비스가 미용업(930201/930203/930205/930207/930209) 여러 항목을 혼합하고 있어 주된 영업활동(두발미용 중심인지, 피부·체형관리 중심인지, 상품판매가 주요인지)이 불분명함. 또한 체형관리의 범위에 따라 의료성인지 비의료성인지 판별해야 하며, 제품 판매 비중이 크면 도매·소매업 코드도 고려되어야 함. 따라서 현재로선 정확한 업종코드를 특정하기 어려움.",OK,,,,,
D0139,정보부족,생활서비스(미용·수리·세탁 등),모바일 전자기기 방문수리·매입·리퍼브 판매 사업(노트북·스마트폰·가전 리퍼브 유통 포함),중고·고장 전자기기를 집에서 바로 수리·매입해 리퍼브로 재판매하는 원스톱 서비스를 제공하면 시간 부족한 소비자와 저렴한 대안을 찾는 수요를 동시에 만족시킬 수 있음.,고객이 앱으로 방문수리 요청 또는 기기 매입신청을 하면 기술자가 방문해 현장수리(간단한 부품교체·진단) 또는 수거 후 수리·클리닝·리퍼브 처리 후 온라인몰·직영매장에서 재판매. 수익원은 수리비·매입·리퍼브 판매·부품교체 서비스 등.,False,,,,정보 부족,"업무 범위가 방문수리(현장 서비스), 전자기기 수리(922103 또는 725000), 중고 매입 및 재판매(도·소매 성격), 폐기물 처리(재활용 관련) 등으로 혼재되어 있어 단일 업종코드 지정이 불명확함. 방문 위주의 서비스인지, 매장(수리센터/리퍼브 샵) 운영 비중이 높은지, 수리 대상 품목(컴퓨터·통신기기·가전 중 어떤 품목이 주인지) 등의 추가 정보가 필요함.",OK,,,,,
D0140,정보부족,제조·가공,"Q1: 친환경 혼합소재 홈데코 소품 제조·판매
Q3: 플라스틱 규제와 친환경 트렌드로 재생소재·천연소재로 만든 소형 인테리어 소품(컵받침, 소형선반, 조명갓 등)에 대한 수요가 늘고 있음. 카페·소형 상점 대상 도매와 온라인 직판으로 초기 매출을 내고 싶음.
Q4: 대나무·코르크·재생플라스틱 펠릿을 혼합해 성형 또는 적층하여 컵받침, 벽걸이 선반, 조명갓 등 소품을 만들고, 표면 마감(도장/오일)과 간단한 조립을 거쳐 자사 브랜드와 도매(카페·공방)로 판매함. 일부 제품은 주문제작으로 디자인 커스터마이즈 제공.
Q5: true","친환경·소규모 인테리어 소품 수요 증가, 온라인·도매 판매로 빠른 시장 진입 가능","대나무·코르크·재생플라스틱을 혼합해 소형 홈데코 소품을 성형·마감·조립하여 자사브랜드와 도매로 판매, 일부 주문제작 제공",True,,,,정보 부족,"제품 소재(목재·플라스틱·코르크 혼합)와 제조공정(성형·적층·목공·플라스틱 가공 등)이 혼재되어 있어 어느 제조업 코드에 속하는지 불명확함. 조명같이 전기부품이 들어가는지, 주된 재료가 목재류인지 플라스틱류인지 등 핵심 정보가 없어 업종 코드 특정 불가.",OK,,,,,
D0141,정보부족,제조·가공,"Q1: 주문제작 가죽·천 액세서리(지갑·파우치·벨트) 제조·판매
Q3: 소량 맞춤형 수요(이니셜 각인, 컬러·재질 선택) 증가로 온라인 주문 기반으로 시작하려 함. 공방 기반 소량 생산으로 단가 높게 책정 가능.
Q4: 수입한 가죽·천을 재단·봉제·마감해 지갑·파우치·벨트 등 액세서리를 제조하고, 금속 장식(버클·지퍼) 부착 및 간단한 수선·커스터마이징 서비스를 제공. 온라인 직판과 팝업 판매 병행.
Q5: false",개인화된 소량 제조 수요 증가로 공방형 제조 판매 가능,구입한 가죽·원단을 재단·봉제·마감하여 주문제작 액세서리를 제작·판매하고 금속 장식 부착 및 커스터마이즈 서비스 제공,False,,,,정보 부족,원재료를 직접 무두질·처리하는지(원피 가공 포함) 아니면 구매한 가죽을 절단·봉제만 하는지 불명확하여 '가죽 제조업(무두질 등)'인지 '의복·가죽제품 가공'인지 판별 불가. 또한 금속장식 제조 여부나 부품 조립 정도 등에 대한 정보가 부족함.,OK,,,,,
D0142,정보부족,제조·가공,"Q1: 식물성 추출물 기반 원료(농축액/분말) 개발 및 뷰티·건강제품용 OEM 납품
Q3: 천연·기능성 성분을 찾는 소규모 브랜드 증가로 원료·소량 OEM 수요가 있음. 원료 추출·농축 후 소량 포장해 납품하거나 완제품 소량 OEM으로 수익을 만들고자 함.
Q4: 허브·과실 등 식물성 원료를 수매해 용매추출·농축·건조(분말화) 과정을 거쳐 원료 농축액·분말을 제조하고, 고객사 레시피에 따라 소량 완제품(에센스·토너·건강보조제 캡슐 등)도 OEM 생산하여 납품함.
Q5: false",천연 원료·소량 OEM 수요 증가로 추출·원료 납품 사업으로 진입 가능,식물성 원료를 추출·농축·분말화하여 원료로 납품하거나 고객사 주문에 따라 소량 완제품 OEM(화장품·건강제품)을 생산·납품,False,,,,정보 부족,"최종제품이 화장품인지 건강기능식품인지, 또는 단순 원료 추출·판매인지에 따라 적용되는 업종 코드가 달라짐(예: 건강기능식품 제조업 등). 또한 사용하는 공정(화학합성/발효/단순 추출)과 제품 형태(시약·원료 vs 소비자용 완제품)가 명확하지 않아 업종 특정 불가.",OK,,,,,
D0143,정보부족,농업·스마트팜,"스마트팜 통합관리 플랫폼(농장 모니터링 대시보드, 농업 IoT 연동) 구축",중소규모 농가들은 센서·기계는 도입했지만 데이터를 통합·분석해 작물별로 제어하는 시스템이 없어 생산성 향상과 병충해 예측에 어려움을 겪음. 또한 스마트팜 초기비용과 유지보수 방법을 몰라 도입이 지연되는 시장 기회가 존재함.,"온실·시설재배에 설치하는 온도·습도·CO2·관수 센서와 카메라를 연동한 클라우드 대시보드를 개발하고, 농장별 원격제어·알림·데이터분석 리포트를 제공한다. 플랫폼 구독료, 설치대행(현장셋업), 데이터분석 컨설팅을 통한 매출을 계획한다고 설명함(구체적 과금방식·주요판매대상 미기재).",False,,,,정보 부족,"하드웨어 판매(기기 제조 또는 유통), 설치 서비스, 소프트웨어 구독, 또는 단순 컨설팅 중 어떤 활동이 주수입원인지 특정 불가. 해당 활동에 따라 292100(기계제조), 014302(작물재배 지원 서비스) 또는 IT·서비스 업종 등에 해당될 수 있으나 설명이 모호하여 코드 지정 불가.",OK,,,,,
D0144,정보부족,농업·스마트팜,도심형 소규모 수경재배 체험농장 및 농산물 직거래,"도시민들의 신선농산물에 대한 수요와 체험형 교육 니즈가 늘고 있으며, 소규모로도 연중 생산 가능한 수경재배에 관심이 높음.","지하 또는 실내 공간에 수경재배 모듈을 설치하고 방문객 대상 체험프로그램(교육·워크숍)과 구독형 채소 정기배송을 병행한다고 설명함. 또한 현장 방문 예약과 소량 직거래 마켓을 운영할 계획이라고 하나, 체험료·농산물 판매 비중과 주된 영업활동(교육업? 시설재배 판매?)을 명확히 밝히지 않음.",True,,,,정보 부족,"시설 내 작물 재배를 통한 생산·판매인지, 교육·체험이 주된 매출원인지 불분명. 작물 생산·판매라면 011008(시설 재배)이나 522040(소매), 교육·체험 위주라면 서비스업 성격으로 분류될 수 있어 코드 지정 불가.",OK,,,,,
